,keypoints
144,"[[146.60473456  47.64314257]
 [156.38366512  40.41028838]
 [145.57432756  40.09352552]
 [169.69877647  41.91988189]
 [149.11806732  43.70858995]
 [190.00645562  65.2547072 ]
 [142.90851154  66.21171399]
 [221.59444524  78.47369529]
 [121.64641408  90.06266351]
 [223.0095417  110.08691275]
 [ 99.88292702 118.51445981]
 [190.48459279 124.10103252]
 [152.04405773 122.57133585]
 [187.33732849 167.85647177]
 [142.00070441 162.04556853]
 [185.27111932 202.22552207]
 [132.73737911 207.4614392 ]]"
145,"[[146.22917721  47.61234704]
 [155.92547551  39.72281588]
 [145.16899647  39.86197452]
 [170.11245261  41.87253321]
 [149.24883799  43.74364892]
 [188.50084653  65.86245399]
 [144.31959659  66.68516606]
 [219.1230819   85.90680721]
 [122.08824474  91.31045453]
 [208.9926616  126.6151052 ]
 [101.75022272 122.45142233]
 [188.22912295 120.77393015]
 [152.26385971 121.7939828 ]
 [186.50284407 157.53874338]
 [141.49125499 156.31031405]
 [186.69432739 198.13802025]
 [136.75346033 208.55128722]]"
146,"[[146.36449141  47.78765567]
 [155.92054887  39.82824312]
 [145.29350886  40.33875965]
 [170.14272888  41.99683235]
 [149.33367559  43.96824008]
 [188.46729144  65.85025906]
 [144.34291428  66.74360637]
 [219.18320929  85.8801384 ]
 [122.05310204  91.49072621]
 [208.84490484 126.52701463]
 [101.80481499 122.61211237]
 [188.21025999 120.856022  ]
 [152.23057438 121.7826517 ]
 [186.2655259  157.92196557]
 [141.5030134  156.58405028]
 [186.2582794  198.30898946]
 [136.99433927 208.91431933]]"
147,"[[146.63985169  47.62092893]
 [155.57384568  39.72099054]
 [146.19249668  39.21428095]
 [169.9384478   42.05027995]
 [149.50656907  44.38512493]
 [188.94782347  63.73221628]
 [145.97455274  65.79949918]
 [215.16646722  91.81207302]
 [123.67759222  89.75933272]
 [209.36439926 125.04007464]
 [106.85618737 117.26220203]
 [189.22803942 118.94304835]
 [153.33167444 120.16058718]
 [185.98158579 156.37158821]
 [136.95807667 146.97604249]
 [184.82017335 210.90885879]
 [137.67368    208.81372781]]"
148,"[[146.75101807  47.67230738]
 [158.73110015  39.83777783]
 [146.42508701  39.2925807 ]
 [170.05772848  42.08469141]
 [149.65926222  44.27570915]
 [186.13317434  62.61020463]
 [146.0125935   65.84278626]
 [215.21921221  91.42398834]
 [123.49105471  89.70856489]
 [209.64434679 124.86322393]
 [106.91706551 117.40990711]
 [189.07928301 118.84449232]
 [153.21654039 120.07208857]
 [186.21675396 157.16716845]
 [136.74312497 148.12795011]
 [184.69321967 211.15943942]
 [137.44964612 207.70257411]]"
149,"[[146.38953933  49.28540513]
 [155.25279686  40.65237032]
 [146.94788042  41.66583291]
 [169.29056144  42.46748168]
 [149.54715404  45.86909704]
 [188.78794975  65.86891319]
 [145.74948742  66.10984914]
 [215.03462558  91.54661771]
 [124.60346918  92.18485326]
 [210.58167137 121.30907181]
 [112.16707693 125.73906708]
 [190.2420059  119.37304224]
 [153.9811686  119.59521969]
 [185.93945491 158.97323128]
 [135.09290608 150.68614368]
 [186.32221974 200.54814194]
 [137.45315636 207.99102586]]"
150,"[[146.47726288  49.3129725 ]
 [155.41614079  40.65352065]
 [147.04413268  41.7007443 ]
 [169.46165204  42.37368577]
 [149.58854897  45.68281978]
 [188.89575254  65.95906856]
 [145.63457267  65.99532344]
 [214.84315437  91.62740839]
 [124.50240163  92.35481828]
 [210.49547488 121.29618037]
 [112.17920197 125.58515746]
 [190.26686142 119.28273638]
 [154.40323687 119.27667039]
 [185.97259292 157.70692431]
 [135.11388945 149.23783556]
 [185.62127355 211.82966423]
 [137.25061661 207.6400845 ]]"
151,"[[146.83685936  48.84804298]
 [158.43202124  41.7139492 ]
 [147.4652948   40.96826356]
 [169.67528118  41.87636185]
 [150.30957843  44.84903796]
 [186.48984585  62.87645866]
 [143.90454071  67.12850377]
 [212.06669736  95.60142307]
 [123.47042788  95.29567008]
 [196.60173147 131.7223881 ]
 [112.82462884 121.55429919]
 [190.29023562 119.00088979]
 [151.79878805 119.90672061]
 [184.93990878 155.61111398]
 [136.56835596 145.46183578]
 [183.84868218 213.34372846]
 [137.19655158 210.01747644]]"
152,"[[146.98522022  48.57300015]
 [158.64519159  41.66568605]
 [147.23765836  40.92846219]
 [169.76109018  41.84568714]
 [150.07265043  44.67196478]
 [186.63858073  62.80642463]
 [143.55693675  66.98127112]
 [211.84409419  95.83449554]
 [123.24073293  95.2521703 ]
 [196.54807023 131.51682801]
 [112.70496606 121.40807579]
 [190.2727894  118.74896803]
 [151.53810509 120.12345897]
 [184.95671458 156.62619426]
 [136.73195518 146.05141135]
 [183.68734597 213.24968946]
 [137.32322238 210.18611605]]"
153,"[[146.88561111  48.5339975 ]
 [157.79774124  41.35245376]
 [146.20249325  40.54280044]
 [169.81548064  41.56254716]
 [150.31377753  45.17417507]
 [185.96036697  63.19099755]
 [143.08445175  68.09411414]
 [212.42911588  94.63178003]
 [124.16471822  96.70240613]
 [192.94808534 130.82767776]
 [117.02570931 121.95049101]
 [190.64014902 117.0823185 ]
 [146.0894648  119.95489686]
 [184.24084754 160.93514916]
 [141.19703309 168.2301938 ]
 [185.51368737 198.71677876]
 [136.53307106 215.23185819]]"
154,"[[147.1305552   48.7647563 ]
 [157.96815374  41.82552673]
 [146.52790228  41.04590495]
 [170.00366496  41.78504747]
 [150.49602311  45.59552214]
 [185.70896212  63.15034537]
 [143.20840847  67.96948653]
 [212.33527935  94.35874992]
 [124.43902233  96.5600215 ]
 [193.133453   130.22615505]
 [117.10239157 121.76561115]
 [190.52963787 116.54314432]
 [146.45976015 119.97127059]
 [184.70507966 160.8817826 ]
 [141.57340845 168.8798233 ]
 [185.86668853 198.68363916]
 [134.58015363 217.32806408]]"
155,"[[148.56494112  47.48106345]
 [156.53534701  38.56073228]
 [148.45725942  39.70102692]
 [168.91852308  40.37828972]
 [150.36374824  43.6475227 ]
 [191.63610957  66.67359911]
 [141.91776386  68.15300373]
 [207.93740211  97.79488978]
 [123.40193729  96.78626435]
 [187.41814459 129.22408577]
 [120.25873485 124.50086502]
 [192.13751532 115.9461759 ]
 [146.9342337  121.52359338]
 [178.05056593 159.63661707]
 [141.85895769 171.60765714]
 [187.4217046  199.77433619]
 [136.23291361 217.567741  ]]"
156,"[[148.6669451   47.43633665]
 [156.68070957  38.46890857]
 [148.48609339  39.66419398]
 [169.17836917  40.24066701]
 [150.36634089  43.51848188]
 [191.85809721  66.69255276]
 [141.94716426  68.12135016]
 [208.52873389  97.46164467]
 [123.43944929  96.85356074]
 [187.64073028 129.38109332]
 [120.23092072 124.5698963 ]
 [192.43496222 116.20385745]
 [146.9586829  121.52628616]
 [178.32215294 160.09226148]
 [141.71531392 171.43975032]
 [187.75988448 200.36184298]
 [135.84610564 217.58240208]]"
157,"[[148.88295162  47.71578111]
 [156.54057604  38.80710661]
 [148.90366926  39.60169207]
 [168.89911588  40.43636756]
 [147.97820265  43.77990236]
 [190.21824421  67.57908275]
 [141.29112659  67.9956301 ]
 [208.67840015  98.35439222]
 [127.19541692 103.11125972]
 [182.833525   126.55016916]
 [123.79613896 122.88271296]
 [192.54535161 118.24053366]
 [145.90611462 122.15264222]
 [175.93011379 177.94066067]
 [138.38477614 178.47875615]
 [177.70955274 215.61669445]
 [134.70046011 217.17323402]]"
158,"[[148.71958246  47.97527063]
 [156.46907941  38.95640478]
 [148.88032197  39.77180468]
 [168.39025913  40.7260145 ]
 [149.28318016  44.45471547]
 [190.16228296  67.81683613]
 [141.03198146  68.07506861]
 [208.77870653  98.23819891]
 [127.05797829 103.11076776]
 [182.41697636 126.45648032]
 [123.75090686 122.67391857]
 [193.13671164 118.43027692]
 [146.1251524  122.3154289 ]
 [187.93676986 177.7587713 ]
 [138.05346166 178.81861457]
 [183.99198959 214.56065559]
 [134.58097543 217.10425048]]"
159,"[[148.42149647  48.58650023]
 [155.61233548  39.34075125]
 [148.4802569   40.2386174 ]
 [167.50825403  41.21436875]
 [148.90956562  44.84186541]
 [190.03776451  68.02011437]
 [140.62120002  68.04678644]
 [207.85971717  98.07357604]
 [128.39811262 103.47305614]
 [179.06588036 125.70544131]
 [126.6269057  122.23859735]
 [195.49728801 118.44891966]
 [146.22494045 122.77391947]
 [188.98587096 180.08775757]
 [138.22264494 177.13828916]
 [184.74093813 215.90596373]
 [133.56569388 217.93808036]]"
160,"[[148.49836104  48.57296253]
 [155.69487508  39.36731588]
 [148.50424395  40.26840513]
 [167.58635303  41.11881046]
 [148.89408776  44.65095283]
 [190.06702296  68.00039239]
 [140.68217436  67.84344598]
 [208.22604989  98.10656659]
 [128.46532774 103.42821213]
 [179.34005532 125.64611402]
 [126.64640909 122.10931756]
 [195.03067717 118.18560873]
 [146.19525751 122.69610083]
 [188.14154336 180.30494828]
 [138.08248248 176.96052939]
 [184.19528178 216.07609696]
 [133.73248986 218.06723621]]"
161,"[[148.31883996  49.34100289]
 [157.91002297  40.78234225]
 [148.26821671  40.68982979]
 [168.90390562  41.28533607]
 [147.58869788  45.43796349]
 [184.89695316  63.92776489]
 [140.27045044  68.30457434]
 [206.67409837  98.94998748]
 [129.41613288 104.33007839]
 [177.2133972  126.6232284 ]
 [128.26410618 123.32739842]
 [195.75117048 121.5580561 ]
 [145.05899524 123.46597737]
 [188.89062779 182.99522018]
 [138.05102963 179.62817817]
 [183.89313124 217.98382975]
 [133.81661068 217.95986679]]"
162,"[[148.53147483  49.26562237]
 [155.36767293  39.61199511]
 [148.30724099  40.4281778 ]
 [169.16738439  41.08865159]
 [147.51777744  45.27115717]
 [184.87809557  63.80741159]
 [140.17250295  68.28601788]
 [206.89504566  98.85917664]
 [129.3667138  104.46214189]
 [177.24902964 126.51892073]
 [128.95926701 123.55053339]
 [195.94512536 121.34445167]
 [145.02059121 123.2972032 ]
 [189.18254631 183.11592076]
 [138.2209465  179.77189761]
 [183.69563922 217.86064006]
 [134.0134172  217.853624  ]]"
163,"[[150.99798115  48.68143297]
 [155.06748504  39.6219487 ]
 [148.13801247  40.56144589]
 [168.97353513  40.78911183]
 [147.49555627  44.7748765 ]
 [185.36259899  67.48085663]
 [140.17519213  70.37269684]
 [207.68155935  98.67608774]
 [124.88016481 101.04644749]
 [175.67679203 125.34543478]
 [130.43117705 122.63569727]
 [195.63160659 121.980237  ]
 [141.68268584 124.58098142]
 [188.40771837 183.85489615]
 [139.95208139 185.95941715]
 [183.11432621 218.30991134]
 [134.82174586 216.51678511]]"
164,"[[150.95321323  48.50950588]
 [155.13299214  39.4313711 ]
 [148.13996537  40.43984604]
 [168.98011093  40.63214624]
 [147.35687177  44.46285892]
 [185.34096376  67.25078731]
 [139.86998443  70.42347915]
 [207.70008528  98.44794648]
 [130.05259921 104.72366728]
 [175.86637964 125.35651736]
 [130.73082777 122.72748409]
 [195.72188445 121.65099434]
 [142.06989328 124.29997859]
 [188.41107119 183.78597194]
 [139.7883456  185.81149792]
 [183.20500971 218.30824734]
 [134.64115496 216.37807629]]"
165,"[[150.94027555  48.00600638]
 [155.03099758  38.957231  ]
 [148.19142144  39.98647335]
 [167.85238678  41.51155866]
 [147.34993741  43.38563847]
 [184.93086579  66.51627685]
 [140.2895428   67.38490729]
 [207.75788675  99.00091737]
 [130.16431856 103.5136924 ]
 [173.3113573  124.74869643]
 [130.95274344 122.24545573]
 [196.99347369 122.08405379]
 [143.49285379 124.17201141]
 [187.90748652 182.29154468]
 [138.23413006 174.84597377]
 [184.29648522 219.00310802]
 [133.82748951 215.40938101]]"
166,"[[150.85609452  48.25324741]
 [154.98383008  38.9326798 ]
 [148.03270815  40.03703571]
 [167.78837244  41.52680088]
 [147.43720217  43.36848917]
 [185.39949613  66.48456902]
 [140.21358775  67.40655662]
 [208.11651317  99.45989411]
 [130.04579133 103.60294342]
 [173.55238349 124.85590198]
 [130.93609505 122.22649738]
 [197.05244939 122.65227557]
 [143.0187758  124.56618342]
 [187.66169077 182.34097553]
 [137.29957388 186.67106319]
 [184.17450695 218.67077482]
 [133.53842818 215.15589273]]"
167,"[[148.67792652  49.02174983]
 [157.74070566  39.76869734]
 [148.2291911   39.71165262]
 [169.30912572  39.7110601 ]
 [147.05673669  42.8779095 ]
 [190.2232028   66.80564525]
 [139.09874948  67.59147266]
 [207.40459027  98.02424069]
 [130.18109745 103.78329178]
 [173.89938133 122.9137949 ]
 [135.79747956 121.04974036]
 [196.71663545 120.15767021]
 [143.11374316 124.10713722]
 [188.34005657 177.316865  ]
 [138.548076   172.38800565]
 [184.35859039 217.36553287]
 [133.73951941 215.08262693]]"
168,"[[148.76779873  49.07391831]
 [157.79652093  39.88281428]
 [148.08939055  39.77499594]
 [169.27309369  39.7686836 ]
 [146.86138391  43.19246286]
 [190.0544721   67.00199982]
 [139.10005387  67.741537  ]
 [207.33725372  98.03847004]
 [130.1125786  103.81807077]
 [173.79956637 123.20496367]
 [135.42101809 121.02903372]
 [196.73218327 120.71768161]
 [142.95457713 124.42196261]
 [188.01439728 178.23168584]
 [138.52358846 172.93189473]
 [184.60191458 217.72856118]
 [133.92984061 215.47215965]]"
169,"[[148.69716351  49.48998708]
 [157.60494343  40.64186182]
 [147.26408064  40.03804786]
 [168.65455592  39.8431019 ]
 [145.65244809  45.0958811 ]
 [189.73956417  67.39931896]
 [138.99366648  68.54390779]
 [208.37804913  97.69814064]
 [130.24392377 104.40426662]
 [172.32396043 123.02515864]
 [138.90134693 121.97059536]
 [191.74759616 127.76441074]
 [142.32028906 126.45659138]
 [188.95735452 186.96163618]
 [135.68358698 191.4453665 ]
 [183.65762133 219.07713817]
 [133.59803337 218.51887982]]"
170,"[[148.659225    49.48314588]
 [157.52913368  40.75793358]
 [147.13252895  40.08611495]
 [168.53616255  39.83330168]
 [145.53598273  45.50371453]
 [189.6585671   67.39606186]
 [139.00781034  68.54917543]
 [208.57250687  97.68598333]
 [130.06913862 104.37535648]
 [172.59055521 123.20364224]
 [138.45377799 121.84112407]
 [191.5172527  127.83249717]
 [141.86423044 126.33453935]
 [189.37462027 187.06652082]
 [135.41604551 191.16181341]
 [184.05201204 219.2895315 ]
 [133.38112407 218.47821389]]"
171,"[[148.71204804  50.17789512]
 [157.29635231  41.19458166]
 [146.94308261  40.4360883 ]
 [168.50072789  39.89178901]
 [145.23970299  46.07829549]
 [189.7867162   67.48166512]
 [138.82574101  69.03655805]
 [208.54122926  97.02940619]
 [129.82312491 104.07046298]
 [172.16234706 121.04409401]
 [139.20397509 122.14603099]
 [192.41579519 125.82526358]
 [143.88709112 125.38264031]
 [183.26628458 182.00818476]
 [135.9447528  189.56069427]
 [184.90934459 219.0110073 ]
 [133.06179875 218.06472701]]"
172,"[[148.68322349  50.29374405]
 [157.22969554  41.39464549]
 [146.86453289  40.55166521]
 [168.38295545  40.093383  ]
 [145.20257578  46.25397815]
 [189.70792363  67.64499441]
 [138.77808512  69.04989029]
 [208.66324553  97.09892799]
 [129.71751652 104.1768662 ]
 [172.18537279 121.33644639]
 [139.10342015 122.42382159]
 [192.0864252  126.09944692]
 [143.55830909 125.77833597]
 [183.31509873 182.10175784]
 [135.95494479 190.04151206]
 [184.85620404 219.42667345]
 [132.93022233 218.43876884]]"
173,"[[147.65844108  51.45004272]
 [157.18569854  41.56095695]
 [146.98824206  41.10949786]
 [167.62057142  40.20454019]
 [145.78734924  47.10800738]
 [188.59376009  68.03022279]
 [138.88880346  68.8079733 ]
 [208.94004913  95.44592469]
 [128.424806   102.54220739]
 [171.93017382 120.14174051]
 [139.7139129  121.38868685]
 [191.72988219 125.1463064 ]
 [146.32170262 124.67281381]
 [187.98892824 181.19330722]
 [139.13014279 178.37271684]
 [185.22398343 218.83459354]
 [132.84091571 217.41755367]]"
174,"[[147.59606278  51.39207485]
 [157.15503075  41.54818903]
 [146.83709615  41.0835178 ]
 [167.66954113  40.09346186]
 [145.79954424  46.93446043]
 [188.78524206  68.16812042]
 [139.0088961   68.6492446 ]
 [208.97513868  95.50834051]
 [128.61652477 102.45926798]
 [171.76497622 120.31970357]
 [139.71681096 121.30181208]
 [191.83148657 125.41451671]
 [146.31937367 124.97006449]
 [190.06275929 184.5354486 ]
 [135.80554173 188.71185092]
 [185.31457141 219.37425917]
 [132.86652837 217.71989148]]"
175,"[[150.41948144  45.35560032]
 [154.20158175  40.15985535]
 [147.47972524  41.72224097]
 [167.87418009  40.51573878]
 [145.99582739  48.00664765]
 [184.04455531  65.74278726]
 [137.67914111  71.42840905]
 [209.27112848  94.37522494]
 [130.53921798  96.03790049]
 [172.04077645 119.2168647 ]
 [139.25633395 120.45352657]
 [196.7484879  120.31422956]
 [148.96613972 124.04966275]
 [188.25887989 181.9575363 ]
 [139.83450806 177.7531687 ]
 [186.1733234  218.90423764]
 [132.44515821 216.69019804]]"
176,"[[150.49063734  45.34873019]
 [154.28532618  40.1236569 ]
 [147.50838363  41.66944306]
 [168.05580139  40.58099207]
 [146.16020361  47.85670848]
 [184.08738817  65.90113831]
 [137.73901017  71.27963033]
 [208.84399062  94.41115859]
 [130.64771905  95.79485814]
 [172.07394137 119.20475514]
 [139.06747826 120.13041014]
 [196.72371781 120.01139074]
 [148.80365182 124.02573303]
 [188.04837753 181.76120778]
 [139.89817326 177.83341316]
 [185.97465412 219.0127346 ]
 [132.72401005 216.96914439]]"
177,"[[150.54486366  50.61818246]
 [154.09506149  40.02843574]
 [146.93988923  41.66548275]
 [167.94153111  40.4717152 ]
 [145.80460778  47.79113758]
 [184.45566201  65.77709527]
 [137.30676572  71.33681396]
 [209.38165443  94.36219656]
 [130.8488128   95.83396822]
 [171.90847468 119.06403162]
 [139.96622188 118.8590362 ]
 [196.60444454 120.61407499]
 [149.85245424 123.6220415 ]
 [188.48452778 181.27349018]
 [140.12348883 177.22818769]
 [186.36396582 219.00552298]
 [132.44814002 216.79283104]]"
178,"[[150.34874398  45.2749471 ]
 [154.16745989  39.99808009]
 [146.98219098  41.63628322]
 [167.969208    40.44928163]
 [145.5595231   47.72384915]
 [184.06848383  65.26933736]
 [137.02808424  71.16072254]
 [209.04112206  94.45812673]
 [130.88869411  95.88127783]
 [172.32802363 119.03605114]
 [140.07207514 119.22286016]
 [196.34555571 119.87010761]
 [149.87434846 123.2063475 ]
 [188.79847507 181.19982213]
 [140.04818161 177.02436973]
 [186.3885388  218.29690503]
 [132.26301421 216.20489216]]"
179,"[[151.33267905  45.74482556]
 [153.88820492  39.46963508]
 [146.4363846   41.26930382]
 [165.92194387  43.7123759 ]
 [145.49787403  44.33485413]
 [184.82671316  65.72697857]
 [136.62339021  71.05373475]
 [209.10303618  95.17293799]
 [131.08887027  95.79323574]
 [171.75588647 119.63148362]
 [140.24810886 120.1555799 ]
 [196.48029608 121.98776785]
 [148.97052247 124.18467804]
 [189.61237706 181.33824717]
 [140.64061529 177.42528889]
 [186.92413939 219.45937968]
 [132.5811135  217.16833517]]"
180,"[[147.26437193  51.72758589]
 [156.77963083  41.29287542]
 [145.15765044  41.61648527]
 [167.54486527  39.64909718]
 [145.34189667  46.6701265 ]
 [184.67187169  65.76432011]
 [138.51740014  68.62661279]
 [209.23053947  95.25674557]
 [128.31401635 101.90015043]
 [171.64692796 119.73406435]
 [140.13341611 120.03550803]
 [196.42515622 122.28580242]
 [149.25412419 124.17368988]
 [189.38680047 181.40437152]
 [140.47798578 177.16358264]
 [186.89714329 219.68574734]
 [132.44781611 217.15548758]]"
181,"[[148.9730983   45.38779216]
 [156.08387397  42.64040789]
 [145.99831443  41.59956676]
 [167.47092298  40.73639495]
 [145.11317582  45.38857388]
 [183.7941074   66.46546706]
 [136.87119266  71.70229866]
 [209.71732575  95.06386803]
 [131.57696633  97.72223468]
 [171.36219674 119.77144966]
 [139.89082922 117.73310566]
 [196.67458732 121.8429225 ]
 [148.81414485 123.10424463]
 [186.89181807 178.69471622]
 [139.60903037 172.82092203]
 [186.16575938 219.54706438]
 [131.84984025 216.70171037]]"
182,"[[146.57170284  51.68459978]
 [155.9985991   42.38311774]
 [144.97994838  42.76708909]
 [167.37862967  40.72146238]
 [144.53797914  48.02395105]
 [181.99546442  63.85678166]
 [138.3135005   69.24127168]
 [209.49202162  95.1092474 ]
 [131.53972341  97.91001063]
 [171.48846828 119.71765046]
 [139.7414862  117.75952053]
 [196.50528211 121.43385101]
 [148.12556318 123.10531971]
 [186.91002984 178.39128777]
 [139.4191979  172.56810188]
 [186.00005858 219.26494739]
 [131.68411759 216.78818831]]"
