,keypoints
150,"[[101.94770061 100.29497155]
 [111.57853621  96.6121324 ]
 [ 99.84585365  95.53074546]
 [125.25021141 100.42948762]
 [ 96.45853887 102.43814501]
 [143.27916077 141.76249511]
 [ 84.628677   141.00545143]
 [143.46289975 202.69593342]
 [ 78.51959045 201.77653676]
 [121.5748707  242.66624445]
 [ 88.97189442 243.29579931]
 [130.50392385 233.54997264]
 [ 93.94099749 237.08472469]
 [149.01288533 315.3982434 ]
 [ 79.77263587 311.88734194]
 [164.27674242 397.93420317]
 [ 78.68607666 379.380897  ]]"
151,"[[101.98965635 100.10676091]
 [111.6140385   96.58283026]
 [100.89516314  96.60768799]
 [125.2359334  100.35348249]
 [ 93.84742139 100.97214731]
 [143.42368086 141.66119679]
 [ 84.57741049 141.0522234 ]
 [143.38690761 202.63105303]
 [ 78.58683826 201.7149437 ]
 [121.56040476 242.43369131]
 [ 88.9300493  243.24056403]
 [130.55188341 233.6443964 ]
 [ 94.0076962  237.03098827]
 [148.99880323 315.50521389]
 [ 79.92045524 311.74420951]
 [164.26085108 398.2229826 ]
 [ 78.67236241 378.72409715]]"
152,"[[102.14681714 100.43624414]
 [111.62131861  96.65467545]
 [100.90043893  96.65615921]
 [125.28327222 100.48865122]
 [ 93.89393589 101.39540369]
 [142.69927118 141.79561473]
 [ 84.71159357 140.98305645]
 [143.44266557 202.62725236]
 [ 78.11725576 202.02471396]
 [122.22179685 242.27681525]
 [ 86.12749673 248.27800211]
 [130.89856709 233.58399199]
 [ 94.05344902 237.84182361]
 [148.92584582 314.95627054]
 [ 79.67166553 310.85472476]
 [164.52549215 397.8896088 ]
 [ 75.11046081 375.21294795]]"
153,"[[101.90085624 100.2836066 ]
 [111.57041945  96.79964337]
 [ 99.77049058  95.71219752]
 [125.36175399 100.4742419 ]
 [ 96.58884158 102.65444615]
 [143.39549801 141.74561995]
 [ 84.6033736  140.81914593]
 [143.47564108 202.58751486]
 [ 78.12031315 201.75598927]
 [122.33366996 242.05324289]
 [ 86.10602773 248.37150898]
 [130.98538603 233.48453087]
 [ 94.10446297 237.33368014]
 [148.59340517 314.93887723]
 [ 79.74372399 310.30487963]
 [164.42876203 398.21119284]
 [ 75.11781306 375.29280591]]"
154,"[[102.02694739 100.37051412]
 [111.72549678  96.58942927]
 [100.93098879  96.55140234]
 [125.62471576 100.61453858]
 [ 94.11314933 101.33260688]
 [143.4030555  141.75360149]
 [ 84.67571195 141.10049697]
 [143.52500839 202.29619753]
 [ 77.97301156 201.81494424]
 [122.04676889 242.18221581]
 [ 86.10106914 248.14681796]
 [130.78239945 233.62888764]
 [ 93.95452916 237.64900798]
 [148.68892779 314.61921754]
 [ 79.49301841 310.89003707]
 [164.36405715 398.49915078]
 [ 78.77852191 379.09170442]]"
155,"[[101.99005619 100.53670861]
 [111.68753086  96.69517508]
 [100.89126411  96.67169542]
 [125.49182747 100.60703196]
 [ 94.01140865 101.3063275 ]
 [143.35879739 141.8394185 ]
 [ 84.50599776 140.97133464]
 [143.5940821  202.31033783]
 [ 77.91787934 201.75390982]
 [122.04075274 242.48544436]
 [ 86.42762092 248.33110166]
 [130.73017034 233.61605541]
 [ 94.01574816 238.00292584]
 [148.70980437 314.90638694]
 [ 79.55806981 311.34897637]
 [164.29522067 398.38497083]
 [ 78.77242847 379.02381328]]"
156,"[[102.07274153 100.76547344]
 [112.08706072  97.31904918]
 [100.08177876  96.22210853]
 [126.03698029 101.05615869]
 [ 94.12192965 101.49498285]
 [143.95178282 141.77121304]
 [ 84.67617509 141.03851135]
 [143.69114541 201.73691181]
 [ 77.5904959  201.96715216]
 [121.88938686 242.8211289 ]
 [ 86.09871879 248.22895852]
 [131.01375681 233.62403009]
 [ 93.99249991 238.12082617]
 [148.85784632 314.9818801 ]
 [ 79.92603823 311.41809253]
 [164.9449963  398.4486708 ]
 [ 79.23167996 378.70921155]]"
157,"[[102.08643712 100.68850338]
 [112.09436916  97.21689506]
 [101.28990501  97.20686838]
 [125.99564295 100.94472869]
 [ 94.1269842  101.44617261]
 [143.99250176 141.67810421]
 [ 84.7101002  141.00205979]
 [143.72857505 201.67364694]
 [ 77.6065745  201.88795441]
 [121.9175937  242.57121539]
 [ 86.15191316 248.2235588 ]
 [131.0642743  233.72095056]
 [ 94.02438254 238.02308695]
 [148.63855424 315.00954441]
 [ 79.73176367 311.35698124]
 [165.0388263  398.58700607]
 [ 78.87315957 378.94916563]]"
158,"[[102.43941982 101.167448  ]
 [112.56315619  97.80061954]
 [101.77402474  97.72134698]
 [126.52450926 101.34143255]
 [ 94.45857187 101.72753051]
 [144.13905632 141.68769922]
 [ 84.6989702  141.15866133]
 [143.64437035 202.1486454 ]
 [ 77.43951652 202.14500807]
 [121.84009285 242.87861796]
 [ 85.83713577 248.54654287]
 [131.26373835 233.62349204]
 [ 94.14461214 238.17299443]
 [148.66374102 314.94212612]
 [ 79.82524515 311.5793629 ]
 [164.94493766 398.37595367]
 [ 78.6710323  379.53389483]]"
159,"[[102.42744351 101.08227816]
 [112.65870131  97.72198661]
 [101.84985695  97.63309811]
 [126.65039782 101.37178163]
 [ 94.49802533 101.73909448]
 [144.35175916 141.65135061]
 [ 84.61733509 141.36619513]
 [143.66582003 202.0890412 ]
 [ 77.39817052 202.47657487]
 [121.9231647  242.723739  ]
 [ 86.21086745 248.89451884]
 [131.16514102 233.56818538]
 [ 94.26659968 237.95881393]
 [148.62431088 314.64678577]
 [ 79.60451967 311.34438784]
 [164.92406974 398.58743843]
 [ 78.64921611 379.46864659]]"
160,"[[102.56767273 101.57603839]
 [112.93250587  98.07727258]
 [102.13815677  98.00246159]
 [125.2340142  100.6914304 ]
 [ 94.61078473 102.06824142]
 [143.49154308 141.73499619]
 [ 84.65493066 141.40012937]
 [143.50093314 202.29809718]
 [ 77.24937423 202.55317708]
 [121.92003534 243.38349332]
 [ 86.31352175 248.61340938]
 [131.186655   233.40111244]
 [ 94.33690687 237.72403858]
 [148.95860009 314.95966081]
 [ 79.60119707 311.09805058]
 [164.82020261 398.17142308]
 [ 78.46489471 379.55506959]]"
161,"[[102.6055955  101.68179964]
 [113.00184597  98.21737231]
 [102.15154649  98.09484639]
 [125.20045227 100.76342212]
 [ 94.56039053 102.05234834]
 [143.50145826 141.65080295]
 [ 84.68947685 141.3326603 ]
 [143.53240129 202.187337  ]
 [ 77.37350686 202.32835978]
 [121.92744024 243.3633274 ]
 [ 86.6512012  248.49632162]
 [131.22967663 233.30752458]
 [ 94.42285018 237.57744656]
 [148.91307384 315.00778614]
 [ 79.36822139 311.44324091]
 [164.91322695 398.20075233]
 [ 78.31780037 379.46575183]]"
162,"[[103.17947761 101.66841151]
 [113.51120646  98.12898789]
 [102.74818373  97.96306861]
 [125.36209651 100.75675414]
 [ 94.78200363 102.14367007]
 [143.1555126  141.64207678]
 [ 84.52325119 141.47655451]
 [143.54588363 202.51788123]
 [ 77.17858257 202.45759761]
 [121.99156803 243.65815715]
 [ 86.55056206 248.65543909]
 [131.19438442 233.18019327]
 [ 94.45849391 237.7346637 ]
 [149.23309169 315.05309768]
 [ 79.53751043 311.7902698 ]
 [164.90167313 398.41982058]
 [ 78.59616368 378.80992583]]"
163,"[[103.18646934 101.72007535]
 [113.66818466  98.22946403]
 [102.82480495  98.02224525]
 [125.34821167 100.90874793]
 [ 94.83967879 102.03906865]
 [143.36073524 141.68356227]
 [ 84.3640366  141.50254702]
 [143.50273772 202.4431526 ]
 [ 77.19582467 202.54117251]
 [121.97050486 243.63050794]
 [ 86.49449622 248.67454675]
 [131.19700799 233.16355488]
 [ 94.55556855 237.64293432]
 [149.20671075 315.0053402 ]
 [ 79.67445836 311.36251616]
 [164.8778058  398.06696304]
 [ 78.67856115 378.68522506]]"
164,"[[103.25141012 101.71672351]
 [113.5784661   98.23543475]
 [102.78519088  98.07176786]
 [125.37061961 100.93585086]
 [ 94.79375737 102.04969515]
 [143.09747826 141.62879434]
 [ 84.47672603 141.54123451]
 [143.45621989 202.21796745]
 [ 77.30784705 202.41431611]
 [122.08777836 243.56476146]
 [ 86.55108184 248.97115536]
 [130.98809956 233.11414207]
 [ 94.42382244 237.01215375]
 [148.96141357 314.86290229]
 [ 80.05340951 311.07341075]
 [164.88324352 398.30310341]
 [ 78.85157129 378.85984374]]"
165,"[[103.06544008 101.60191011]
 [113.49727413  98.20956302]
 [102.69723042  98.02856734]
 [125.41021768 100.8453362 ]
 [ 94.87756158 102.05775493]
 [143.35802771 141.66617651]
 [ 84.51799939 141.45872198]
 [143.48142532 202.2945875 ]
 [ 77.2040219  202.50022988]
 [121.82410489 243.33819001]
 [ 86.54994165 248.78478947]
 [130.93819148 233.1548143 ]
 [ 94.44584654 237.35817929]
 [148.86416234 314.80827369]
 [ 79.97473249 310.8970482 ]
 [164.95540394 398.33377367]
 [ 78.78012924 378.21917924]]"
166,"[[103.11445953 101.81975196]
 [113.42149706  98.2985349 ]
 [102.64576466  98.11230077]
 [125.25694859 100.98115691]
 [ 94.77930543 102.22533023]
 [143.29908042 141.82802335]
 [ 84.23273497 141.71357265]
 [143.50408782 202.58060805]
 [ 77.05795513 202.68516418]
 [116.69070336 253.73248566]
 [ 86.81482812 248.87330428]
 [131.02389722 232.95399516]
 [ 94.36671171 237.20051331]
 [148.30103039 314.8876636 ]
 [ 79.82163666 310.49303811]
 [165.36307239 398.61980588]
 [ 75.05961212 374.78051039]]"
167,"[[103.06804165 101.71092163]
 [113.42804115  98.31071928]
 [102.65108377  98.12961104]
 [125.20071216 100.94036252]
 [ 94.83164616 102.20080775]
 [143.86018722 141.87444257]
 [ 84.12379996 141.68446439]
 [143.58634934 202.57060058]
 [ 77.17914566 202.70004018]
 [116.69904786 253.88767207]
 [ 86.65512989 248.9002521 ]
 [130.9755938  232.94321493]
 [ 94.36394021 237.19479035]
 [148.25222685 315.02773793]
 [ 79.77078998 310.7601459 ]
 [165.27322072 398.78942083]
 [ 75.07282858 375.01094428]]"
168,"[[103.28394582 101.69929589]
 [113.56441649  98.27222944]
 [102.82642027  98.09056737]
 [125.25100042 100.99219518]
 [ 94.96431055 102.10792951]
 [143.63131982 141.78580766]
 [ 84.13552105 141.64281489]
 [143.47988996 202.68205117]
 [ 76.95065744 202.78683377]
 [116.70540386 253.74754284]
 [ 86.68632015 248.73057813]
 [130.99200526 232.99342933]
 [ 94.23262392 237.39702325]
 [148.10895624 315.1735112 ]
 [ 79.80497698 310.69234604]
 [165.36572128 399.02974963]
 [ 75.03969047 375.0037053 ]]"
169,"[[103.27301173 101.92663461]
 [113.65199794  98.48960188]
 [102.87806795  98.22894726]
 [125.32264372 101.14561371]
 [ 94.94770484 102.23258842]
 [143.85184605 141.84563147]
 [ 84.10323225 141.87950361]
 [143.44458476 202.62171676]
 [ 76.96403783 202.80840384]
 [116.30921927 253.78287025]
 [ 86.19205034 248.64819051]
 [130.99040459 232.90261957]
 [ 94.36870488 237.06578998]
 [148.18305451 314.80515794]
 [ 79.9683445  310.31761989]
 [165.47519472 398.74844595]
 [ 74.99824718 374.85764653]]"
170,"[[103.30292986 102.34329987]
 [113.58222286  98.58911927]
 [102.78030627  98.31275824]
 [125.4748186  101.31845423]
 [ 94.91881628 102.35054228]
 [143.42709876 141.61625035]
 [ 84.33795553 142.25034947]
 [143.18059142 202.69120626]
 [ 77.12907199 202.84254671]
 [116.47117271 253.95837631]
 [ 85.94507353 248.61488353]
 [130.90477782 232.9436569 ]
 [ 94.34744046 237.20496115]
 [148.32195895 315.47651191]
 [ 79.68068308 310.58443396]
 [165.69855976 398.97396737]
 [ 74.97000568 374.67461875]]"
171,"[[103.34597049 102.22421913]
 [113.71883509  98.64698922]
 [102.86804016  98.37515015]
 [125.35524739 101.4038176 ]
 [ 95.02002719 102.39853584]
 [144.44921032 141.68316216]
 [ 84.24391028 142.19473673]
 [143.45610527 202.38379821]
 [ 77.27446104 202.7136836 ]
 [116.45442773 254.00150545]
 [ 85.71694682 248.59705374]
 [130.93059033 233.03177641]
 [ 94.32527042 237.53578951]
 [148.2441609  315.60809684]
 [ 79.76746404 310.87900841]
 [165.46655901 399.23586898]
 [ 78.69249397 378.44706288]]"
172,"[[103.15687108 102.41635808]
 [113.51248426  98.76470219]
 [102.60652711  98.50910621]
 [125.36106161 101.38529466]
 [ 94.96555136 102.41982178]
 [144.63855961 141.85467882]
 [ 83.96812655 142.15667102]
 [143.48390295 202.05179081]
 [ 76.94236958 202.6459908 ]
 [116.21816543 253.62094722]
 [ 85.99092264 248.44450131]
 [131.26511244 233.11016983]
 [ 94.35714239 237.30848373]
 [148.61942493 315.60056551]
 [ 79.70374341 311.02374401]
 [165.26370271 399.40950559]
 [ 78.74461479 378.56659795]]"
173,"[[103.03224066 102.43047505]
 [113.43601748  98.75739047]
 [102.5298006   98.50731362]
 [125.30552489 101.50763665]
 [ 94.8949183  102.49183546]
 [144.5806039  141.79497785]
 [ 83.93148924 142.25784375]
 [143.56908324 202.06810115]
 [ 77.11043847 202.62185951]
 [116.44143185 253.6131098 ]
 [ 86.12498611 248.50618633]
 [131.17501854 233.08834584]
 [ 94.22831572 237.47909106]
 [148.72838192 315.84429144]
 [ 79.6317176  311.512856  ]
 [165.41113557 400.02428189]
 [ 78.56343074 378.54548221]]"
174,"[[103.20794034 102.3268207 ]
 [113.50119749  98.77534379]
 [102.61725128  98.51527595]
 [125.10797703 101.39682568]
 [ 95.14451034 102.52352691]
 [144.90803199 141.76260972]
 [ 83.62068819 142.30339824]
 [143.51477134 201.8751263 ]
 [ 77.10594635 202.57014763]
 [116.39491534 253.46471216]
 [ 85.71320306 248.48483726]
 [131.16455793 233.06179057]
 [ 94.34372535 237.14561912]
 [148.63406279 316.10679561]
 [ 79.65666182 311.5883622 ]
 [165.49356369 399.73957834]
 [ 78.71014391 378.62158136]]"
175,"[[103.14588102 102.43503475]
 [113.40855832  98.8414945 ]
 [102.51634091  98.59229198]
 [125.03904393 101.50234673]
 [ 95.03865671 102.64774659]
 [144.8047113  141.71571216]
 [ 83.82208377 142.50029181]
 [143.50093448 201.80643288]
 [ 77.46083092 202.36781454]
 [116.58967637 253.74427061]
 [ 85.59728498 248.59997459]
 [131.14255748 233.01893732]
 [ 94.39621734 236.96774605]
 [148.86056518 316.07528396]
 [ 82.99768001 314.2845144 ]
 [165.61119571 400.22567889]
 [ 78.6944878  378.59344969]]"
176,"[[103.10934167 102.41975247]
 [113.13407271  98.78709992]
 [102.31813466  98.49354186]
 [125.06764394 101.2591465 ]
 [ 94.81147928 102.41695035]
 [143.93706033 141.92817145]
 [ 83.5112474  142.3807183 ]
 [143.14582999 202.33108435]
 [ 76.36665624 202.7511742 ]
 [116.90128175 253.41914257]
 [ 85.38508993 248.3909488 ]
 [131.05485125 232.94143333]
 [ 94.33222017 236.82299878]
 [149.08669039 315.2425505 ]
 [ 83.08760631 313.65027905]
 [165.70427403 400.6579387 ]
 [ 78.5122362  378.27349147]]"
177,"[[103.22162794 102.57230628]
 [113.19053288  98.81032394]
 [102.36818102  98.50965867]
 [124.99408677 101.39350404]
 [ 94.7536855  102.52802348]
 [143.8930028  141.92819204]
 [ 83.61145606 142.35978237]
 [143.25036884 202.11000184]
 [ 76.65878179 202.79103661]
 [116.9343239  253.44796122]
 [ 84.6227908  248.71851042]
 [131.05422784 232.92376962]
 [ 94.38902502 235.7635621 ]
 [148.64543936 315.21639054]
 [ 83.15932092 313.50386753]
 [165.53079875 400.17017389]
 [ 78.49267906 377.98745925]]"
178,"[[103.2036808  102.53849556]
 [112.98796679  98.83103957]
 [102.24207521  98.58833965]
 [124.76168419 101.27278307]
 [ 94.5909897  102.52595638]
 [143.88688003 142.08516143]
 [ 83.48711285 142.33033645]
 [143.30101694 202.18910488]
 [ 76.72894771 202.6528482 ]
 [117.14542075 253.30624391]
 [ 84.82335473 248.28257691]
 [131.28644683 233.09351497]
 [ 94.80882172 235.91994129]
 [148.7087195  315.42104192]
 [ 83.41782589 313.48660874]
 [165.53210153 400.48450318]
 [ 78.53856116 378.16431387]]"
179,"[[103.04068246 102.35635035]
 [112.89000369  98.7071246 ]
 [102.14336925  98.46674639]
 [126.65551568 102.11388788]
 [ 94.70479666 102.43102751]
 [143.68145814 141.97063077]
 [ 83.61601148 142.37719901]
 [143.28850486 202.17815995]
 [ 76.7539539  202.7766863 ]
 [117.09671583 253.46075914]
 [ 84.67216044 248.38616811]
 [131.29438051 233.05588437]
 [ 94.83752436 235.95793974]
 [148.75671404 315.11594254]
 [ 83.59598121 313.10348242]
 [165.4614185  400.19443215]
 [ 78.63513668 378.4767236 ]]"
180,"[[103.10568454 102.25701139]
 [112.72889872  98.35860784]
 [101.95866668  98.13653021]
 [126.32172226 101.99123568]
 [ 94.32703634 102.21796223]
 [142.71371313 141.73915579]
 [ 83.72914873 142.13430624]
 [143.23204452 202.00326331]
 [ 77.300806   201.87285331]
 [116.90161495 253.782442  ]
 [ 85.19280153 248.10717791]
 [130.99065782 232.73757804]
 [ 94.4634305  235.82699374]
 [148.77924993 314.6847252 ]
 [ 83.40872037 314.38105467]
 [165.44590433 399.73079178]
 [ 79.18030816 378.4492741 ]]"
181,"[[103.08971257 102.34181612]
 [112.72531905  98.46442193]
 [101.99097247  98.22913942]
 [126.42317307 102.01515834]
 [ 94.40200758 102.22665751]
 [142.79247211 141.65052774]
 [ 83.82379305 142.07541715]
 [143.23604951 202.13967835]
 [ 77.5429605  201.66269789]
 [116.95211111 253.7892994 ]
 [ 84.69688041 247.96483197]
 [130.77657223 232.81116195]
 [ 94.24497074 235.86056597]
 [148.74336098 314.76945169]
 [ 83.32144296 314.39512909]
 [165.29445048 399.63908023]
 [ 79.27589476 378.5094987 ]]"
182,"[[103.11064246 102.16358138]
 [112.86483174  98.39551028]
 [102.06291231  98.14508411]
 [126.69404886 101.89348891]
 [ 94.44330161 102.08632376]
 [143.17570414 141.77748297]
 [ 83.61577425 142.15552904]
 [143.25058875 201.76206567]
 [ 77.48166885 202.04263846]
 [117.03200296 253.3508925 ]
 [ 85.90805805 248.47599785]
 [131.04042563 232.65292567]
 [ 94.57463589 235.884595  ]
 [148.86213386 314.58400817]
 [ 83.46653214 314.66082587]
 [165.23863455 399.22680242]
 [ 79.34878687 378.63777298]]"
183,"[[103.14638215 101.97750784]
 [112.9609148   98.30080171]
 [102.12218613  98.06079753]
 [126.54386381 101.81927362]
 [ 94.41736781 101.96326391]
 [142.96493915 141.72323114]
 [ 83.59289851 142.02897186]
 [143.17194438 201.95133594]
 [ 77.40538683 202.09433798]
 [117.31856817 253.61665105]
 [ 85.8435884  248.47376604]
 [131.05610072 232.7544635 ]
 [ 94.71185703 235.95659838]
 [148.78921909 314.72272365]
 [ 83.41977641 314.52611146]
 [165.26837008 399.41185544]
 [ 79.26408371 378.12303015]]"
184,"[[103.07143223 101.96070886]
 [112.77164913  98.16834862]
 [102.06062927  97.97529896]
 [126.45665503 101.81830321]
 [ 94.36195904 102.00030156]
 [142.60331807 141.68395002]
 [ 83.59991356 142.1077496 ]
 [143.16854581 201.34305193]
 [ 77.28288951 202.16721501]
 [116.84118161 253.24767052]
 [ 85.84399523 248.47836418]
 [130.98604842 232.69175178]
 [ 94.44885994 235.99214163]
 [148.26755109 315.24023359]
 [ 83.22825069 314.42113258]
 [165.27550509 399.01455725]
 [ 79.12573237 378.31702552]]"
185,"[[103.04398241 101.97021671]
 [112.83390687  98.33092774]
 [102.10272762  98.12838258]
 [126.48981713 101.85991977]
 [ 94.45270566 101.98827228]
 [142.91461092 141.76129067]
 [ 83.45242272 141.96787018]
 [143.27953528 201.31397386]
 [ 77.19020036 202.04491007]
 [123.18297795 242.05437938]
 [ 85.61385204 248.51672499]
 [130.89388339 232.66224273]
 [ 94.26334237 236.02167025]
 [148.40892783 315.02002404]
 [ 83.13612264 314.45343895]
 [165.59243691 399.10577535]
 [ 78.95269024 378.41309843]]"
186,"[[103.00349804 101.99378662]
 [112.54409818  98.20836065]
 [101.8492792   98.01551275]
 [126.45741072 101.73780837]
 [ 94.37579857 101.9854585 ]
 [142.72672967 141.53968384]
 [ 83.47930745 141.90831676]
 [143.00938852 201.48725634]
 [ 77.46687772 202.0204123 ]
 [116.89556682 253.43751316]
 [ 85.10247739 248.39465065]
 [130.48629057 232.65781205]
 [ 94.06609106 236.10988961]
 [148.45264817 315.71533225]
 [ 82.70431231 314.39589361]
 [165.09952153 399.04163684]
 [ 78.70834333 378.85822547]]"
187,"[[102.9461061  102.00749592]
 [112.56659525  98.22156828]
 [101.86161203  98.06056351]
 [126.31115203 101.7804379 ]
 [ 94.41439972 101.9791364 ]
 [142.43350325 141.58660198]
 [ 83.37392096 141.94428517]
 [143.00569274 201.51737208]
 [ 77.51537406 202.1417578 ]
 [122.75128157 242.28281754]
 [ 84.9672634  248.44936435]
 [130.39352679 232.77697103]
 [ 94.00965205 236.22235865]
 [148.43792901 315.70748796]
 [ 82.81177327 314.48856322]
 [165.47042805 399.80483893]
 [ 78.81519854 379.02657766]]"
188,"[[102.85298247 101.66127823]
 [112.26666393  97.97717184]
 [101.59506975  97.78962176]
 [126.23520919 101.61254279]
 [ 94.28373249 101.71864855]
 [142.88205989 141.57247061]
 [ 83.29787551 141.91236861]
 [142.89745544 201.58708394]
 [ 77.51773973 202.22613017]
 [116.39840322 253.67524915]
 [ 84.31722688 248.18498936]
 [130.47867976 232.81638873]
 [ 94.03621625 236.59374325]
 [148.43012428 316.31252308]
 [ 82.22764745 314.73984244]
 [165.16579042 400.41543368]
 [ 78.80035676 378.94466632]]"
189,"[[102.88762128 101.71703783]
 [112.34482567  97.98217077]
 [101.66934262  97.80894079]
 [126.22646752 101.57615025]
 [ 94.3691167  101.60609716]
 [142.95387512 141.62644655]
 [ 83.19470009 141.79969094]
 [142.9302337  201.34567492]
 [ 77.50363298 202.1908961 ]
 [116.49207995 253.71020871]
 [ 84.52717921 248.29982061]
 [130.55228391 232.92894561]
 [ 94.17829936 236.73492319]
 [148.38612405 316.1851451 ]
 [ 79.31515297 312.63412937]
 [165.20080507 400.26739153]
 [ 78.65881476 379.02083204]]"
190,"[[102.39248483 101.60500802]
 [111.68633303  97.93382034]
 [101.01951835  97.795646  ]
 [125.86149118 101.24325342]
 [ 93.98981237 101.75056923]
 [143.21426064 141.73685055]
 [ 83.41113336 141.73274208]
 [143.02347195 201.60342036]
 [ 77.68031492 202.16351866]
 [116.36235566 253.11443163]
 [ 84.58758322 248.5118139 ]
 [130.51192916 232.85827706]
 [ 94.29269874 236.84446796]
 [148.22096129 316.10348357]
 [ 79.09993851 312.36658716]
 [164.99571038 400.28392081]
 [ 78.77637215 378.44289161]]"
